Theia,OName,logage,Avmag,string,width,height,length,GLON,GLAT,Par,vl,vb,RV,X,Y,Z,U,V,W,dist_pc
136,0,7.7028,0.211605,y,17.0739,4.62406,113.219,100.58,-3.3615,3.95743,-2.83488,-0.157444,4.33553,-52.2903,238.339,-15.3724,1.94814,4.47579,-0.355246,252.68924529303112
137,0,7.77652,0.221081,0,5.10322,5.57217,0.0,65.2401,-11.6444,3.6501,-2.09363,-4.91497,6.65292,112.379,243.66,-55.2964,4.26791,4.29546,-6.10832,273.9650968466617
138,0,7.7583,0.302228,y,20.8494,6.60746,146.114,195.123,-20.8578,2.86155,-1.55927,-1.76848,3.3769,-310.029,-85.7767,-124.165,-4.05781,0.49826,-3.77874,349.46095647463784
139,0,7.7143,0.415002,y,13.6248,9.66682,195.81,204.019,-18.2149,2.51412,-1.96854,-3.86375,1.13629,-388.688,-162.248,-137.244,-8.85701,-1.0904,-6.79329,397.75348829809235
140,0,7.76135,0.221929,0,12.3391,12.1428,0.0,74.783,-4.76547,2.43923,-19.955,-7.34566,0.30091,107.234,394.223,-34.0588,19.8917,-5.74805,-7.60792,409.96543991341537
141,0,7.7939,0.363659,0,13.9637,7.76837,0.0,106.077,-17.0122,2.37256,-9.5201,4.07611,3.4281,-111.617,387.279,-123.316,8.08716,7.09317,2.97357,421.4856526283845
142,0,7.71837,0.226094,0,16.1212,5.96315,0.0,56.3633,10.3884,2.34453,-11.9039,0.878875,3.39348,232.39,349.289,76.9112,11.8812,-3.99431,1.48681,426.52471924010365
143,Trumpler_10,7.74678,0.252557,y,79.3458,3.8029,206.908,277.351,-0.125723,2.31424,-15.4513,-4.41355,4.94899,33.115,-422.212,1.93192,-16.0716,-6.16588,-4.4936,432.10730088495575
144,0,7.7085,0.1171,0,13.2489,8.9162,0.0,227.558,10.2714,1.99034,4.84516,6.75463,-6.04198,-333.624,-364.83,89.5877,8.67726,1.99876,5.80022,502.42672106273295
145,0,7.79412,0.385212,0,14.3413,11.8386,0.0,83.1516,-0.14816,1.82327,8.81189,0.688369,-12.6281,65.4002,544.55,-1.41826,-10.766,-11.7121,0.899135,548.4651203606707
146,0,7.79169,0.0638292,0,7.18686,5.8963,0.0,264.718,-20.2712,1.79154,-14.2934,2.59889,10.6502,-48.2048,-521.383,-193.389,-15.3417,-9.74976,-1.32742,558.1789968407069
147,0,7.79059,0.356388,0,15.8646,7.34141,0.0,97.3401,-12.8589,1.77115,-12.4064,4.43605,-0.797717,-70.3246,545.934,-125.653,12.643,1.89748,4.83391,564.6049177088332
148,0,7.79149,0.368976,0,20.2657,13.0455,0.0,53.7473,8.65672,1.71109,-11.7395,-5.8546,10.9858,341.661,465.921,87.9641,16.9213,2.48585,-4.24607,584.4227948266895
149,BH_34,7.75991,0.376737,y,126.589,10.8843,457.057,272.128,-3.51458,1.54145,-28.6029,-0.506885,1.62602,60.2316,-615.034,-43.7362,-28.813,1.07366,-0.652409,648.7398228940284
150,Alessi_Teutsch_3,7.72874,0.498118,y,86.6851,7.94639,385.572,270.448,-11.2762,1.47551,-20.7482,1.58782,5.97091,14.3228,-652.316,-125.822,-20.6847,-3.49273,0.429819,677.7317673211296
151,0,7.70801,0.261,0,21.4854,7.93946,0.0,79.0922,-8.59725,1.44497,-9.89329,-1.01053,-3.68987,129.486,671.916,-103.454,9.15158,-5.71758,-0.436908,692.0558904337114
152,ASCC_11,7.78956,0.672623,0,11.1246,6.18833,0.0,150.495,-9.14221,1.18445,-5.61937,-1.34215,-15.9996,-725.451,410.522,-134.143,17.1017,-3.02376,1.24357,844.273713537929
153,FSR_0435,7.7487,1.10977,y,52.6888,9.87718,284.31,115.21,-1.49286,1.16305,-23.3209,1.66117,4.18227,-356.309,759.277,-23.7781,29.8124,-9.55761,1.87437,859.8082627574051
154,0,7.70901,1.418,0,25.1478,6.3303,0.0,33.8734,-3.92609,1.16156,-15.0602,0.194238,23.8427,713.112,478.71,-58.9463,28.7789,0.800794,-1.46377,860.9111884018046
155,0,7.73652,0.640911,0,22.3842,10.0304,0.0,18.0413,-9.66319,1.13518,-9.52012,0.0530694,0.0,825.725,268.953,-147.868,3.11884,-9.53041,0.0816432,880.9175637343856
156,ASCC_85,7.759,0.646002,0,29.0114,4.39923,0.0,339.525,-0.268008,1.1233,2.54273,-4.60177,14.2955,833.988,-311.396,-4.16418,14.6014,-2.62589,-4.81806,890.2341315766046
157,0,7.73462,1.74301,y,90.3698,9.41472,302.648,104.99,2.74269,1.11788,-36.3893,2.53767,-24.9107,-230.732,846.667,41.531,43.3073,-10.957,1.73307,894.550398969478
158,0,7.7832,1.58534,y,76.8318,5.53374,288.902,84.7114,-2.32375,1.10572,-24.4413,2.47654,11.2088,94.0047,878.217,-40.4899,28.043,11.4659,2.32215,904.3880910176174
159,0,7.71301,1.722,0,6.82162,5.31205,0.0,108.359,6.26927,1.05581,-24.1774,-4.08547,6.5896,-296.539,893.557,103.429,21.5615,14.7005,-3.47167,947.1401104365369
160,0,7.89966,0.202484,y,17.6452,8.61618,77.6429,198.826,-24.137,5.58001,8.15304,2.40202,6.27766,-153.114,-48.8105,-74.0896,-6.14809,-10.8411,-1.38416,179.21114836711763
161,Cep_OB6,7.87569,0.204268,y,16.9845,4.26786,78.9617,105.494,-0.576313,4.0542,5.81836,1.69336,-3.65125,-61.308,235.56,-2.81988,-4.85531,-4.11918,1.67044,246.65778698633517
162,0,7.89143,0.163507,0,13.9787,7.86885,0.0,144.969,24.1106,3.35769,14.853,1.7999,1.99009,-222.596,156.04,121.661,-9.73776,-12.0852,2.66584,297.82380148256686
163,0,7.89303,0.233001,y,46.5959,7.58907,229.951,268.818,-9.24099,3.22245,2.17453,-4.6855,11.4857,-17.7601,-295.308,-50.3854,2.63098,-9.22535,-6.55215,310.32289096805226
164,0,7.89673,0.310394,y,44.0962,6.13058,217.249,109.657,-1.37094,3.13334,6.00493,1.0088,-5.94394,-98.6356,287.673,-8.63162,-3.88489,-7.9969,1.20712,319.1482571313678
165,Roslund_5,7.85524,0.285498,y,121.733,12.381,514.147,61.9412,3.97117,2.67486,-5.01103,-0.383743,1.35251,173.259,255.246,34.7272,5.54018,-4.34563,-0.254402,373.8513417524656
166,0,7.87901,0.297001,y,33.6007,6.99248,167.594,328.19,11.0717,2.35729,-6.86379,4.54589,-13.0617,337.181,-221.024,82.8245,-17.679,2.49962,1.92048,424.2159428835655
167,0,7.89398,0.276953,0,14.1077,10.7405,0.0,99.4503,-5.09106,2.35475,-6.03704,4.72465,0.721364,-69.4527,417.257,-37.685,6.14029,2.21115,4.8524,424.67353222210426
168,0,7.82422,0.198322,0,7.17986,4.06269,0.0,80.5058,-2.72965,2.33142,-9.48886,-1.19108,-2.33044,70.6692,422.568,-20.4268,9.24455,-4.01788,-1.08971,428.92314555078025
169,0,7.89674,0.101364,y,38.1236,8.46965,180.878,229.075,-25.8792,2.20859,-9.47696,5.01066,4.45922,-259.818,-297.115,-191.954,-11.2215,2.5916,3.24082,452.77756396615035
170,NGC_6882,7.84452,0.23681,0,13.7927,6.84081,0.0,66.3475,-3.76993,2.08174,-20.3046,-6.13144,-5.96284,192.301,439.062,-31.5843,17.0256,-14.5685,-6.11317,480.3673849760297
171,0,7.89746,0.20124,0,10.6523,12.5555,0.0,65.3925,5.86566,2.06507,10.5031,-0.526081,-0.984496,200.584,437.961,49.488,-10.5848,3.79814,-0.562729,484.24508612298854
172,0,7.84741,0.258095,0,16.3436,7.61122,0.0,213.617,7.59574,2.0412,-0.757861,-8.53255,3.78492,-404.393,-268.852,64.7572,-4.59842,-2.1195,-8.23184,489.90789731530475
173,0,7.81275,0.19317,0,10.1313,8.57637,0.0,62.7673,7.5771,2.02887,-13.4479,-2.0188,8.68346,223.577,434.425,64.9919,16.3809,1.77312,-0.855771,492.88520210757713
174,0,7.8688,0.14506,y,52.7117,17.4565,241.131,83.4875,-4.19292,2.00398,9.30252,-6.38725,-4.29637,64.8043,486.186,-37.2508,-11.5793,-6.81853,-6.63932,499.00697611752616
175,Alessi_24,7.821,0.287,0,3.1047,2.21269,0.0,328.992,-14.5856,2.00065,-1.92412,-2.05978,9.65789,414.6,-249.2,-125.872,6.76587,-6.27766,-4.50764,499.8375527953416
176,0,7.81107,0.281191,0,14.9369,10.9612,0.0,218.631,-21.6009,1.98395,-2.90466,15.6323,12.3696,-366.097,-292.578,-185.559,-15.714,-8.76426,10.4591,504.04496081050434
177,0,7.82,0.150414,0,22.9296,18.8592,0.0,255.43,-21.7823,1.93681,-19.8039,-6.82739,9.31279,-120.615,-464.029,-191.594,-21.5272,-0.858429,-10.0346,516.3129062737181
178,0,7.88059,0.493473,0,11.6574,6.85678,0.0,94.6238,0.338739,1.81744,0.206836,-0.589343,-5.03773,-44.3544,548.426,3.25298,0.155948,-5.15289,-0.581822,550.2244915925697
179,0,7.8168,0.685612,0,17.8368,5.18813,0.0,177.459,-0.0461042,1.80929,-6.61445,-4.6196,-1.43407,-552.16,24.5068,-0.444744,1.77205,6.7634,-4.73294,552.7029939921184
180,0,7.83051,0.135683,0,11.7771,14.9427,0.0,51.7446,-18.9214,1.80055,6.20573,5.9611,17.8265,325.296,412.556,-180.095,6.89867,19.0018,-0.232401,555.3858543222904
181,ASCC_82,7.86301,0.345001,0,13.8231,15.1681,0.0,319.535,-8.17709,1.77338,-0.102051,2.54806,1.33923,424.653,-362.233,-80.2043,1.24882,-1.20518,2.42577,563.894935095693
182,0,7.82654,0.958794,y,28.1986,16.3187,371.968,354.792,0.461328,1.732,-4.71739,-2.63692,5.11568,698.291,-104.753,-16.0063,-3.56169,-4.05921,-1.63744,577.3672055427252
183,0,7.89869,1.02147,0,20.28,19.6727,0.0,27.5148,-3.90336,1.72404,-2.29699,3.36184,-2.69672,513.234,267.341,-39.4851,-1.16593,-3.21657,3.58011,580.0329458713255
184,0,7.87757,0.858876,0,18.8713,6.12894,0.0,11.8615,-0.206437,1.72392,-8.81579,-4.73835,2.94809,567.682,119.232,-2.09,4.79989,-8.27083,-4.8997,580.0733212678083
185,ASCC_51,7.87239,0.243482,0,9.65796,6.97724,0.0,286.436,-13.9952,1.71649,-15.0144,4.71371,5.46585,159.946,-542.192,-140.893,-12.958,-10.7034,3.36511,582.5842271146352
186,0,7.80735,0.358998,0,16.4627,5.52461,0.0,59.7749,-5.15048,1.70983,-3.93119,-8.35798,17.7209,293.225,503.304,-52.5032,12.2783,12.8207,-10.4049,584.8534649643532
187,0,7.89434,0.151108,0,25.7455,15.4064,0.0,60.4789,-6.87776,1.68603,10.9741,0.838091,-5.77539,290.148,512.395,-71.0258,-13.0626,0.776096,1.55908,593.1092566561687
188,0,7.85757,0.302942,0,16.2001,15.0921,0.0,314.915,21.8034,1.6114,-13.8766,13.5021,-18.8876,406.817,-408.029,230.496,-26.283,6.32035,5.57091,620.578379049274
189,NGC_2252,7.85203,0.311999,y,19.6749,13.0528,146.209,204.718,-0.547164,1.47928,3.37313,-4.71997,6.1559,-598.217,-261.846,-3.34405,5.46055,-1.13593,-4.87485,676.0045427505273
190,0,7.85894,0.75638,y,68.1106,15.0297,351.729,4.19627,-1.94273,1.36209,-0.734223,-1.58006,21.0331,766.559,31.8486,-19.4742,17.0041,1.46272,-3.31351,734.1658774383484
191,ASCC_115,7.89478,0.626251,0,30.5393,7.3182,0.0,99.2636,-3.19711,1.28951,-14.7676,6.72754,-4.40171,-124.642,764.185,-43.25,15.6508,-1.6085,7.19063,775.4883637971012
192,0,7.89886,0.816121,0,32.8833,20.76,0.0,347.088,-1.01134,1.28606,-16.3498,2.122,-15.2458,757.789,-173.728,-13.7243,-19.0185,-13.3629,2.41407,777.5686981944856
193,0,7.86734,1.26685,0,14.773,17.4218,0.0,15.5267,-4.0029,1.26797,-0.879938,2.79096,5.8317,758.029,210.6,-55.0543,6.16701,0.785659,2.48147,788.6621923231622
194,0,7.859,0.366,0,6.29605,3.19108,0.0,218.346,-2.12734,1.25412,4.37036,-0.358036,4.50691,-624.934,-494.357,-29.5989,-0.833396,-6.34903,-0.531492,797.3718623417218
195,ASCC_88,7.85097,1.07825,y,54.4258,23.3877,299.834,349.315,0.951312,1.24766,4.6492,-4.48505,-6.83072,761.69,-179.493,-15.154,0.0,0.0,0.0,801.5004087652085
196,ASCC_111,7.854,1.08029,0,17.4763,12.0055,0.0,74.8265,2.30476,1.2392,-14.3699,6.28077,-8.16593,211.049,778.211,32.4523,12.0921,-12.1959,6.15387,806.9722401549387
197,Gulliver_60,7.87182,0.720592,0,32.1061,14.7933,0.0,70.0224,-3.93522,1.2307,4.85444,1.20463,-4.43365,276.954,761.853,-55.764,-6.25881,-2.4484,1.53448,812.5457056959455
198,0,7.85367,0.971111,0,14.7393,10.6505,0.0,312.374,-2.2876,1.20108,-8.68024,-4.7627,-1.1689,560.686,-614.588,-33.2329,-7.69626,-5.13521,-4.93054,832.5840077263796
199,0,7.89885,0.609905,0,11.1526,6.64027,0.0,90.7055,7.7657,1.19379,-39.4138,-0.410726,-12.1339,-10.219,829.921,113.188,40.6957,-11.7378,-2.09815,837.668266613056
200,0,7.846,0.783001,0,11.893,4.54873,0.0,128.933,-3.80484,1.19182,-4.58876,1.93119,0.0,-526.107,651.25,-55.6782,3.61107,3.08738,1.99085,839.0528771123155
201,0,7.82544,1.12804,0,11.5104,7.01496,0.0,90.0749,5.07194,1.1849,-39.0294,1.3156,0.87599,-1.09856,840.649,74.611,40.0088,0.828416,1.38875,843.9530762089628
202,0,7.84522,0.98204,0,20.0996,8.92466,0.0,35.6561,-8.3012,1.1764,-5.45867,7.20057,16.5411,683.458,490.32,-122.728,17.7028,5.86854,4.86232,850.0510030601836
203,NGC_2168,7.89823,0.588791,0,26.9246,17.7536,0.0,186.137,2.16989,1.17389,4.42783,9.91454,-12.1559,-846.379,-90.9981,32.254,13.2204,-3.13294,9.74023,851.8685737164469
204,FSR_0686,7.83258,1.28555,0,17.775,4.49376,0.0,156.064,-2.51225,1.13321,-11.453,-3.91314,8.9399,-805.786,357.675,-38.6805,-3.44678,14.3192,-4.36978,882.4489723881717
205,ASCC_107,7.84802,1.20387,y,67.3768,4.94333,192.554,54.022,-2.53445,1.10513,-25.0493,-1.46919,12.4637,550.938,719.565,-43.4928,28.9935,-6.32649,-1.99289,904.8709201632388
206,0,7.89291,0.413314,0,14.3932,6.80357,0.0,332.233,-8.35199,1.09957,3.72614,-4.91217,-14.8119,796.189,-419.188,-132.1,-12.1454,10.6741,-2.78753,909.4464199641678
207,0,7.83701,0.533966,0,5.74447,4.73427,0.0,334.22,-2.65724,1.09735,2.85942,6.40488,0.0,819.706,-395.911,-42.2482,1.57722,2.55306,6.67668,911.2862805850458
208,Columba,7.97369,0.072855,y,17.449,5.38971,69.994,228.5,-19.9612,11.1424,4.13897,4.64819,9.01698,-52.1447,-60.5075,-29.171,-1.92158,-10.027,1.78536,89.74727168294083
209,0,7.9093,0.116878,0,10.5955,8.78381,0.0,66.6204,1.83603,9.28037,-5.50581,1.53143,-8.57417,42.7373,98.8565,3.45237,1.61342,-10.2987,1.23685,107.75432445042601
210,0,7.98499,0.391,0,10.0167,8.93351,0.0,34.9613,-11.6749,4.96238,0.319423,-0.196866,12.1978,161.734,113.084,-40.7785,9.79106,7.29449,-2.58466,201.5162079486053
211,0,7.92065,-0.150042,0,12.4346,12.1867,0.0,209.209,22.5828,4.95418,3.13894,-4.80666,10.0951,-162.675,-90.9487,77.5139,-8.53425,-8.30888,-0.774901,201.84975111925687
212,0,7.97875,0.310346,0,9.11885,7.71194,0.0,206.876,-6.67747,4.60276,5.58315,-1.86088,9.48042,-192.479,-97.5491,-25.2632,-5.76333,-9.43796,-3.02712,217.26094777915858
213,0,7.98889,0.245438,y,13.8516,8.21493,89.4207,68.1787,-2.26028,4.59332,16.7405,2.40869,-8.60275,89.6533,207.045,-8.18331,-18.0432,2.7721,2.75226,217.70745343237567
214,0,7.98666,0.204517,y,28.8771,10.5013,127.212,154.922,24.9029,4.34632,14.4794,1.4307,3.60662,-184.664,95.8872,97.1452,-8.69863,-12.4266,2.9697,230.07969960794415
215,0,7.96088,0.215317,y,24.746,10.7876,162.956,290.17,3.60647,4.33854,-14.1761,1.09984,2.72492,73.2698,-197.948,14.3055,-13.2204,-10.9953,0.756291,230.49228542320688
216,0,7.98803,0.214312,y,14.1377,6.7126,87.7971,323.097,-14.4824,4.3283,1.99612,11.172,1.90217,178.871,-130.648,-54.3906,3.48935,-1.29549,10.4349,231.03758981586307
217,0,7.92523,0.150393,0,13.8429,7.50452,0.0,229.557,8.57231,4.18035,-7.00083,-2.0612,9.17157,-153.442,-180.021,35.6567,-11.7666,-2.58267,-0.748063,239.21441984522826
218,0,7.90672,0.199139,0,5.7202,9.79869,0.0,204.62,-25.1982,4.03843,-7.73215,-4.46213,-0.561571,-203.689,-93.3416,-105.425,-1.0109,8.07548,-3.84783,247.62098142099777
219,0,7.9769,0.187801,y,50.5056,9.27021,202.986,345.3,-12.78,3.89902,-3.05935,0.402871,-6.83433,233.443,-84.8841,-64.4523,-8.6869,-2.03865,2.3376,256.47470389995436
220,0,7.91565,0.763477,0,8.62022,14.5584,0.0,36.8694,-2.49068,3.82484,-0.919994,-0.349266,2.61103,208.963,156.719,-11.3617,2.66758,0.860921,-0.509744,261.44884491900314
221,0,7.99549,0.328071,0,13.8943,5.6935,0.0,0.425754,8.45049,3.67992,2.02785,6.77208,-16.1916,268.788,1.99735,39.9343,-17.3981,1.89334,4.32624,271.7450379356073
222,0,7.97955,0.25061,0,6.97641,5.06282,0.0,19.5442,-10.0453,3.61229,-4.26497,3.32887,-6.12453,256.884,91.1905,-48.2869,-3.88008,-5.76659,4.37707,276.8327016933857
223,UBC_32,7.97702,0.923999,0,6.49072,4.99556,0.0,18.8342,-3.55643,3.53085,-4.134,4.53319,-6.36738,267.537,91.2552,-17.5685,-4.54061,-5.93793,4.98766,283.2179220301061
224,0,7.96185,0.159137,0,6.85637,5.13479,0.0,199.02,-13.7898,3.47338,-3.15481,-8.20177,-1.21826,-264.34,-91.1238,-68.6251,1.97077,4.10177,-7.81088,287.9040012898099
225,ASCC_41,7.98599,0.0970001,0,6.4692,4.48426,0.0,219.307,12.441,3.28131,2.99719,8.63282,-22.2922,-230.272,-188.522,65.6549,20.6615,12.9397,3.79757,304.7563320746897
226,0,7.99298,0.486441,0,10.5547,10.7542,0.0,117.996,16.9605,3.17417,0.580907,0.79138,-0.231627,-141.454,266.076,91.9021,-0.308746,-0.666103,0.641255,315.04298761566014
227,0,7.98694,0.579997,0,26.8448,31.9592,0.0,13.2416,2.10679,3.16461,7.56808,1.88645,-7.75398,307.386,72.3322,11.6167,-9.46879,5.31118,1.77225,315.99470392876214
228,0,7.98499,0.186,y,14.5079,5.86941,104.375,58.9704,-6.0112,3.14511,-9.68529,3.53731,-0.427035,167.144,280.724,-35.5112,9.15034,-4.33327,3.61264,317.9539030431368
229,ESO_489-01,7.99901,0.152,0,13.0737,8.80012,0.0,234.516,-21.4602,3.13408,-1.35105,-8.29022,-11.1269,-172.374,-241.801,-116.735,6.84087,11.9922,-3.83834,319.0729017765979
230,0,7.94546,1.08668,0,9.29463,9.31208,0.0,182.527,-24.6618,3.08092,-0.281154,1.66655,-4.49886,-294.685,-13.0028,-135.434,3.46402,0.492072,3.44205,324.5783726938707
231,0,7.95734,0.141479,0,5.87739,2.69426,0.0,280.498,9.54527,3.03414,-22.0507,-0.332896,-1.73508,59.2199,-319.579,54.6537,-22.8105,-2.50411,-0.626734,329.5826824075356
232,0,7.96759,0.223331,0,12.2967,4.51976,0.0,125.232,-12.0542,2.93412,8.4536,-1.69495,-6.4857,-192.276,272.251,-71.1755,-3.23801,-10.67,-0.30517,340.81768980137144
233,0,7.9041,0.199875,y,63.3167,17.655,251.195,277.223,8.78698,2.84274,-21.3924,-0.977455,2.71094,34.8164,-325.172,39.7351,-21.5816,-8.81986,-1.04784,351.7732891506082
234,0,7.98657,0.225768,0,6.99974,3.87221,0.0,267.268,-10.0543,2.75662,0.820515,-2.58341,15.7215,-17.025,-356.786,-63.332,0.131282,-15.3908,-5.42529,362.76309393387555
235,0,7.95395,0.807924,0,16.3067,4.7882,0.0,182.579,-17.0485,2.5659,-0.0721506,-5.35254,-4.58745,-372.224,-16.769,-114.261,6.11544,0.346453,-3.97073,389.72680151214
236,0,7.92569,0.537401,y,33.8985,5.92678,231.367,45.5052,2.8239,2.53553,-14.9921,0.191193,21.3225,322.419,298.774,25.9112,22.4716,-1.15396,0.642151,394.3948602461812
237,0,7.9018,0.148443,y,23.4057,5.16149,153.881,264.51,-2.81872,2.53192,1.1973,4.79035,6.57924,-41.2661,-378.866,-20.2049,0.336348,-5.63809,5.11595,394.95718664096813
238,0,7.9306,0.115171,0,10.1593,7.80509,0.0,212.399,-25.6062,2.49811,-8.9324,7.94068,13.4179,-304.796,-193.421,-173.004,-18.253,-0.845121,1.35139,400.30262878736323
239,0,7.97556,0.125443,0,8.02207,5.37038,0.0,235.165,-9.37966,2.41064,-8.20455,-11.6477,2.91139,-233.785,-335.939,-67.6067,-7.426,3.93868,-12.1614,414.8275976504165
240,0,7.967,0.859,0,8.63614,6.43733,0.0,13.3743,-5.30645,2.39792,1.11743,3.952,6.82758,403.98,96.0501,-38.5679,6.86475,2.80872,3.39908,417.0280910122106
241,0,7.98702,0.266955,0,15.4108,11.284,0.0,356.087,-25.4874,2.36041,3.44232,2.58644,-4.11961,381.533,-26.0985,-182.304,-2.77513,3.7025,3.4528,423.6552124419063
242,0,7.94574,0.478637,0,12.4919,5.24178,0.0,48.8963,7.36144,2.33867,-7.06528,4.92981,2.96158,278.793,319.545,54.7867,6.99607,-2.98928,5.47288,427.5934612407907
243,0,7.91589,0.317398,0,22.421,14.501,0.0,94.6901,-0.364123,2.32846,-25.2541,-0.999601,9.2397,-35.1155,428.021,-2.72931,25.6806,11.5801,-1.26724,429.46840400951703
244,0,7.91754,0.262388,y,26.8165,7.44425,108.044,277.837,-1.53041,2.32312,-24.0228,-0.228149,1.40021,68.1596,-429.877,-10.2978,-24.0583,-3.78769,-0.41893,430.4555942009023
245,0,7.95467,0.335849,y,54.815,6.51864,305.598,288.106,-15.2101,2.30712,-13.1531,3.0845,3.9884,121.309,-426.855,-111.894,-11.8049,-8.69442,2.03541,433.44082665834463
246,0,7.90501,0.352759,y,27.4786,7.96755,173.406,301.969,-3.42025,2.28915,-11.2944,-0.451461,5.2523,228.085,-355.933,-24.5958,-12.4135,-0.682882,0.297278,436.84336980975473
247,NGC_6858,7.98333,0.183685,0,16.5756,14.8587,0.0,52.0817,-10.649,2.21791,-24.9569,-0.450098,10.0572,272.307,349.564,-83.3177,26.24,-7.74187,-2.38109,450.87492278766945
248,0,7.96999,0.507002,y,34.966,9.83367,250.793,95.5328,0.762984,2.17248,13.081,3.96044,-5.18668,-39.0676,448.384,4.65227,-15.0011,-5.40488,4.3411,460.30343202238913
249,0,7.94965,0.197496,0,12.272,10.1587,0.0,246.708,-16.8026,2.11056,-22.3747,-5.8278,20.4661,-179.354,-416.613,-136.966,-28.4631,-7.67121,-11.7994,473.80789932529757
250,Loden_189,7.91126,0.246093,y,37.6094,7.93839,188.506,290.452,3.85019,2.08347,-29.1216,2.44152,-7.4706,166.817,-434.561,33.8018,-29.3983,-5.77999,2.26352,479.9685140654773
251,NGC_1039,7.96663,0.323838,0,10.4088,8.0917,0.0,143.502,-15.4554,1.95909,-8.92925,-4.69831,-10.8316,-395.494,292.63,-136.026,15.0814,0.275095,-1.6888,510.44107213042787
252,0,7.93987,0.420693,y,31.6887,13.2983,254.674,326.267,4.31257,1.8788,-8.40471,0.15747,-14.5765,453.897,-324.077,36.4659,-22.406,4.95265,-1.61231,532.2546306152863
253,0,7.9416,0.38474,y,16.3663,15.7872,290.62,66.9435,4.66405,1.86005,-6.45035,0.190922,-4.15297,235.788,547.085,48.0268,7.43754,-2.05012,0.146549,537.6199564527835
254,Alessi_12,7.99748,0.276844,y,37.569,18.2886,309.365,68.1254,-10.395,1.82509,-9.55266,-5.15353,11.4222,171.815,463.771,-94.3098,9.56908,-3.88364,-5.22936,547.9181848566371
255,0,7.99181,0.411637,0,23.3466,13.1489,0.0,179.059,5.75696,1.75503,-9.80394,1.41278,-19.1865,-566.842,9.31525,57.1553,19.8318,9.91994,-0.547128,569.7908297863854
256,0,7.99526,0.137092,0,15.4228,9.34009,0.0,215.075,21.1879,1.75291,-9.1155,-7.73564,13.6279,-435.32,-305.663,206.187,-18.5453,-1.26989,-2.47585,570.4799447775414
257,Alessi_Teutsch_12,7.93133,0.194141,0,11.7712,6.38369,0.0,330.492,-10.2388,1.71755,-8.43807,-2.53305,-2.13294,498.635,-282.201,-103.491,-6.51882,-6.23071,-2.14676,582.2246805042066
258,0,7.99396,0.450335,0,17.3832,13.6594,0.0,134.767,-4.94432,1.69655,-28.7282,4.5671,-16.4927,-413.545,416.929,-50.8018,32.3673,9.00058,6.08522,589.4314933246883
259,0,7.9455,0.443096,y,22.5388,6.47688,202.554,59.9463,0.385988,1.65468,-11.9386,2.2391,-0.267683,303.604,512.025,4.17091,7.46322,-11.2314,2.73194,604.3464597384389
260,0,7.91852,0.268369,0,19.0809,8.65541,0.0,63.8708,-19.3669,1.65415,5.75544,-13.9806,5.41159,251.172,512.046,-200.476,-5.0882,3.02641,-15.3341,604.5400961218753
261,ASCC_29,7.96996,0.196312,y,33.9497,7.99263,163.543,214.165,2.25243,1.62792,-2.90808,1.6902,2.54453,-496.495,-340.681,22.6288,0.209018,4.15748,1.7665,614.280800039314
262,0,7.93257,0.466087,y,35.7572,8.24947,201.137,85.9056,-5.22937,1.56957,-6.50364,0.297321,7.87222,56.7171,629.792,-54.5589,6.70593,3.88558,-0.444449,637.1171722191428
263,NGC_7063,7.96402,0.334999,y,35.2968,8.48095,193.068,85.7388,-8.21445,1.53746,-11.7685,3.185,11.8491,37.3135,611.478,-83.8826,13.1728,12.7733,1.79429,650.4234256500982
264,0,7.93821,0.414549,0,14.6558,9.24243,0.0,308.493,-13.7268,1.4088,-9.98184,-4.15522,-2.68784,429.189,-539.699,-168.436,-10.4348,-3.56993,-3.566,709.8239636570131
265,0,7.95754,0.294913,0,19.1622,7.58918,0.0,224.979,-1.83053,1.38351,-9.3333,0.707604,17.9445,-511.025,-510.649,-23.0887,-19.8764,-6.09295,0.178505,722.7992569623638
266,NGC_5460,7.97302,0.396001,0,7.37782,5.86923,0.0,315.791,12.6463,1.37442,-9.97998,2.24541,-13.9307,508.882,-495.014,159.291,-17.4395,2.72669,-0.886922,727.5796335908966
267,0,7.94701,0.328,0,15.9213,16.9032,0.0,221.781,-2.24739,1.35148,-14.5387,-0.372573,20.508,-551.337,-492.631,-29.0159,-25.5477,-2.84171,-1.15526,739.9295587060112
268,0,7.926,1.353,0,7.41246,6.35641,0.0,51.5712,2.49695,1.34056,-22.7339,-4.77923,12.4328,463.203,583.815,32.4985,26.0849,-4.21084,-4.29186,745.9569135286746
269,0,7.922,0.305,0,13.9293,15.4765,0.0,63.068,-18.0038,1.32216,6.83322,9.86653,12.5369,325.796,641.291,-233.768,0.624817,16.9292,5.82976,756.33811339021
270,0,7.93426,0.307168,0,2.83195,2.93422,0.0,318.86,-8.3919,1.32136,-3.14782,2.71733,2.72573,563.846,-492.562,-110.449,0.282974,-4.48031,2.32465,756.7960283344432
271,0,7.95553,0.304878,0,10.6414,6.03135,0.0,195.84,-18.0498,1.3171,-2.79356,-3.26087,3.28136,-694.468,-197.035,-235.246,-2.85178,2.08595,-4.15911,759.2437931819908
